"","Counterparty","Bitcoin.Scrypt","Omni","Orbitcoin","Mooncoin","Bunnycoin","Sativacoin","ZcCoin","Burst","Bluecoin","Peercoin","Einsteinium","Verge","Mincoin","ArtByte","Rubycoin","Opal","Diamond","bitCNY","Acoin","Bitstar","Reddcoin","BoostCoin","Megacoin","DigitalNote","Groestlcoin","Phoenixcoin","Octocoin","Energycoin","Tagcoin","Deutsche.eMark","Bytecoin","Magi","Anoncoin","NuShares","Curecoin","Earthcoin","CannabisCoin","Trollcoin","Auroracoin","NXT","CryptCoin","NuBits","GlobalBoost.Y","Smartcoin","Mintcoin","Startcoin","NavCoin","Infinitecoin","Truckcoin","Faircoin","Litecoin","BitShares","Sexcoin","Bitcoin.Plus","Uniform.Fiscal.Object","Cachecoin","Quark","SuperCoin","HyperStake","Maxcoin","Viacoin","GCN.Coin","Bitgem","ExclusiveCoin","Syscoin","GameCredits","Ixcoin","Terracoin","Bullion","MonaCoin","Swarm.Network","Pinkcoin","Vertcoin","EmerCoin","Cloakcoin","Potcoin","Stealth","DNotes","VeriCoin","Whitecoin","DigiByte","BitBay","Argentum","Fluttercoin","Zeitcoin","Clams","BoolBerry","BlackCoin","MonetaryUnit","Ubiq","Pandacoin","WorldCoin","Myriad","Gulden","Monero","Digitalcoin","MaidSafeCoin","Bitbar","Dash","OKCash","Titcoin","Goldcoin","Fedoracoin","Primecoin","Riecoin","Freicoin","Namecoin","Bitmark","Stellar","Hobonickels","Unobtanium","DopeCoin","Blocknet","Bitcoin","Dogecoin","Fastcoin","Netcoin","Feathercoin","Bitswift","VPNCoin","XRP","Novacoin","NobleCoin","I.O.Coin","Maza","Bela"
"2015-01-31",0.557595839588674,15.2082445948844,1.13730274233913,1.04045447036582,1.35789473684211,0.193814432989691,0.447988327023083,0.799440162861713,1.00533068282684,1.34087078829656,0.744776561217667,0.891511248969335,0.935622317596566,0.912216473185221,1.05106382978723,0.62432780511998,0.623665037291311,0.699089330401786,0.993960879435271,0.681458586047591,0.574974442719591,0.774509803921569,0.909269392886194,0.747657420981645,1.29174664107486,0.43310873001178,1.06533453251476,1.01854688998848,0.839909808342728,0.65442981204387,1.93005226161209,1.1193838254172,0.668370064270931,0.915226066958835,1.49040676763759,1.22130667766587,0.962962962962963,0.84935777759824,0.978991596638656,0.816584877529585,0.716733642621798,1.41263673623805,0.991143277034311,0.25,0.91525592573453,0.33625730994152,0.653783320424706,9.29515747001298,0.92051282051282,0.604428274157039,1.03678439441244,0.969847980964128,0.742850883762514,1.16465731647906,0.678377708978328,1.83489681050657,0.67729662012191,0.802014335809196,0.56496291566133,0.975427925707395,1.14881469647657,0.599281325149023,1.05450733752621,0.927082389196048,0.584883911276021,0.684934084206261,5.50962228690012,1.0159138358846,0.331393009886967,1.02608288619023,2.14893727929905,0.585661157165395,0.725202699921801,0.692276147423323,0.639794162654227,1.38213126185395,1.74068594346276,1.08057834729152,0.915207407491338,0.92842132412854,0.587543391072097,2.48371621621622,0.818831012696507,0.92497019247147,0.910790124049236,1.57386363636364,0.804188571353281,0.501620646479192,0.819647547266351,1.90940766550523,0.787831651457901,0.506923076923077,0.732878101821917,0.888081395348837,1.00483066169294,0.706772492960081,0.370151351547143,0.78413270094098,0.862439369100528,1.00879501590273,2.19923287671233,0.809258135781413,0.889525962780527,0.891891891891892,0.526363167143352,0.899011355583594,0.783452746403813,0.830709240282434,0.615082884390117,0.893746604374303,0.727244737451572,1.54927033171279,3.91203473945409,0.934903033778783,0.835543198332158,0.874905144938534,1.25961387438667,1.24677425493853,0.340573328405774,0.694710065955044,0.596467450833774,0.764200477326969,0.802866849845035,0.34493670886076,2.19667426279285,5.21743484224966,1.27950310559006
"2015-02-28",0.579489835339253,0.202656936220421,1.10491684498975,1.52488312604746,0.715116279069767,2.93617021276596,0.812400031673133,0.647103107837044,1.07477244612119,0.575178963781983,1.11795239201361,0.97795286687601,4.65596330275229,1.09047594570336,1.1417004048583,0.970432221455238,1.24015763643927,1.42844517638486,1.00014391730387,1.39403075291451,1.46629030438619,0.687763713080169,0.894143851074125,0.96729125675834,2.1105646359584,2.35685652505251,0.921589499262217,1,1.18255033557047,0.769344348086124,0.959042417394989,1.15825688073395,0.979463722158782,1.10333289992651,0.555473262469843,1.25012762038053,2.46153846153846,1.09926229729458,1.39914163090129,1.1993637585079,1.1522150138268,0.575368788814506,1.01197402647082,1.5,1.50378906409437,7.73913043478261,1.68315598606018,0.989487763681077,1.44289693593315,1.00736847501437,0.875613247176211,0.976263593764601,1.063162310036,1.94138186109179,2.30853976888954,0.51840490797546,2.70682641404291,0.635757403097848,1.20518715214248,1.24337179377532,1.20581196593242,0.982867337087876,6.02385685884692,1.59011585276433,2.41952280439878,0.64135806672004,0.720919572631705,0.99622268411508,1.08094927637759,1.22313021861442,1.98501175075285,1.29215734219654,0.953505199982974,1.33998400323198,1.17412353923205,1.3603232487043,0.984350287078842,0.976973858996003,1.60669767149831,1.42028136010659,1.68980809666242,1.19984221551185,0.874520796702505,1.07309026179296,1.21846729365895,1.46931407942238,1.43684413169385,1.4656716580661,0.864545720168603,0.416058394160584,1.84763720134554,0.532625189681335,0.914230103971622,1.20785597381342,0.982901845792543,1.45258216560706,2.08391217459292,1.00562815370682,1.71400207421128,1.99233552517768,0.682236645405621,0.762032940297832,1.19728800972952,1.11363636363636,0.974431039759269,0.803958926521847,1.0470802281132,1.04358261626759,1.64332872677787,0.771732658113727,1.24424894397178,1.26172928754074,0.963959278170689,1.10650751710926,1.16317430293001,1.04487040490336,1.35341207218171,3.9219544212599,0.757535510924901,1.26829726054562,1.24981146489329,0.903948920813381,1.51464541402326,3.90825688073394,2.58195121206622,0.734361155879701,3.32038834951456
"2015-03-31",0.961453232743526,0.406191619701054,0.67624276260106,0.545416946250492,0.894308943089431,0.688405797101449,1.12798819989993,0.716773115542577,0.966776503970161,0.719637223974763,0.83731762816013,0.598149991218313,0.665024630541872,0.785606478140897,1.07446808510638,2.1530851972422,0.691186877665668,0.707290461651695,1.01469622177593,0.722184132477883,0.791364484682004,1.15337423312883,0.735376411935581,0.695905186603628,0.680789349554002,0.863338231698822,0.746056970797687,1,0.970488081725312,0.853784547611528,0.638407895388929,1.55445544554455,0.874957853032256,0.459625072910912,0.63141850476225,0.720638172583851,0.45625,1.96940361687167,0.886503067484662,1.15168290982908,0.750195380825708,1.14997753229327,0.99288065436615,1,1.48607165475437,0.876404494382023,6.69519433793096,0.690600626497144,0.714285714285714,0.744554911560836,2.14831310720342,0.896818673006133,0.562247316672331,0.582949094496672,1.25448463737402,0.479289940828402,0.554756264034891,0.560818185662855,0.990551256275763,0.705619259780357,0.849740632128014,0.336129025452348,0.33003300330033,0.452207261213071,0.32004347480317,1.43376541605503,0.399679295765045,0.796003571032405,0.53446464032822,0.839084824607206,1.419371291716,0.843748005804652,0.88536396643057,0.745961318923767,0.762542356894583,1.53791368873132,0.732833955876537,0.696539296028147,0.815978200580582,1.02325739802439,1.34297381253861,1.01327891773419,0.571500671561236,0.797299165343896,0.867079767706338,0.982800982800983,0.8605938220152,0.971592214664551,1.23197914431747,6.62280701754386,1.43423864770839,0.683760683760684,0.74645138173387,0.781842818428184,0.944477582890159,2.17103133139959,0.860975072312393,0.699195882920553,0.214563946121312,1.22588987536776,0.164340037798209,0.540907563773924,0.775311166835513,0.680272108843537,0.525957027462678,0.775668863529839,0.957616125683811,0.801468170149749,0.236491935836457,0.917747130912734,0.845485745177709,0.791181303491858,1.06368894474676,0.954649777006938,0.959266811278116,0.861471202667368,0.511009725410999,0.386775330590789,0.731146103903891,1.0824666277638,0.892899823289018,0.680921305182342,0.786801617362552,0.474178403755869,0.535687979302203,0.537604496715178,1.1593567251462
"2015-04-30",0.914639671540169,4.6325802271625,0.788888888888889,2.19368010223832,0.878787878787879,0.947368421052631,1.653749553556,0.704749455337691,0.59898080669174,0.917808219178082,0.726274383460392,0.894007724682091,1.05185185185185,1.01395609397834,0.946094609460946,1.0981571249862,0.728668704195685,1.03000237730464,0.999327932127311,1.42665773610181,1.31389210198023,0.595744680851064,0.825801943092498,0.823191073867105,0.719751809720786,0.827171884182417,0.870118569056733,1,0.897076023391813,0.769625259643565,1.13702297356643,1.69426751592357,1.66634212848364,0.681652086872994,0.881109706621347,1.12757326395501,1.65753424657534,0.58852745772051,1.60553633217993,2.54198702637492,0.912262842792636,1.00076832935928,0.995476802906261,1,0.665131456785313,0.75,0.310107159904066,0.96920677706195,0.856756756756757,0.347134789021188,1.75811683836165,0.877298561672185,0.589199102298674,0.831852967151822,1.13732220131554,1.94238683127572,49.2425197861878,0.608369246764582,0.590775214234892,0.559464914360155,0.792251700751616,1.02621484500032,0.791,1.88343185008685,0.640889889535628,1.63292192837775,1.01248206717666,0.729288409308577,1.29286241744108,0.628198600818389,0.737336984400215,1.44074952412213,0.899159663865546,0.749151989465882,0.87815212153772,3.7133890631482,0.774674393568042,0.715295858728668,0.953038865721491,1.58327457440911,0.508634048786535,0.893475147681843,1.7254484963612,1.08943400512965,0.904603032116497,1.75,0.859337656262763,0.703206273606816,0.711659002038927,1.58278145695364,1.69334620500073,0.833333333333333,1.07660914505793,0.774696707105719,0.902205388581154,0.554852014799313,0.688382337712877,1.02143711472997,1.45677741688517,0.749339293985263,9.58966666666667,0.970930791193104,0.74927465586969,0.76,0.974088858497548,0.65487432290366,0.873229782756737,0.853986486222182,2.0000468212005,0.995379911934499,0.996588183097918,0.788647077314871,0.725676143815109,2.18149268881523,0.971026336256295,0.824821738292542,0.954241578503278,1.41034705986925,1.28876195787221,1.05751403816938,0.725852952146916,0.905095275679332,0.811216311100753,0.965346534653465,1.44740236834651,0.600022642363863,0.619167717528373
"2015-05-31",0.923651451363472,0.338091591920076,1.13380281690141,0.811879656354398,2.48275862068966,1.66666666666667,0.719438068001714,4.3872985449899,0.726073246293428,0.885572139303483,1.25896069888844,1.1341889627178,0.809859154929577,1.0801202628987,0.886046511627907,0.884371376898845,1.07571739948111,1.29881884209453,1.02477834609476,0.81962441314554,0.931649160022881,0.859821428571429,1.73602405397917,3.62554118987888,2.03050287356322,2.1982521884456,1.72604118094584,1,0.664928292046936,3.97302816354649,1.07392835197846,1.47368421052632,0.893762803602262,3.03373193128441,0.90576855105308,1.49854842687562,2.92561983471074,1.1382083855292,1.48706896551724,0.650573352892061,1.2215744389327,0.812695799681623,1.00806275650572,1,1.09851123325538,1.77777777777778,1.33665740822202,0.804520988415628,7.94952681388013,1.02383419689119,2.22759801999864,1.12797087345965,1.88489884137545,1.82852225319439,0.443280227682741,0.972457627118644,0.632447178044506,3.30155655363939,1.01723718766894,2.29475218197082,4.16311512977718,1.06376264431788,0.916561314791403,0.701155026168562,0.852704844552067,1.2949777972356,0.946481097661238,1.43547950792782,1.65969462228838,1.48009845710512,1.25805015891564,0.850542711412497,1.31775700934579,13.8959468935462,0.198503549811945,0.663343781425455,1.20233258702849,1.24251048312547,1.21468817491209,1.86068393819948,1.17854989544982,0.804741631187912,0.0259723493062258,1.12060563488492,1.26618740731348,1.28571428571429,0.96223378434569,1.09600511835225,2.28723458290994,0.401673640167364,0.822148301297625,0.54,1.95462307724781,1.12975391498881,0.870902793366493,0.905246072879803,2.34095621240956,0.746712304089353,2.91658883729537,0.927445611487234,1.15149408506842,1.24825314469299,1.6131359908859,4.73684210526316,3.30288098400154,3.54940517943479,1.27577885464569,0.97300918967921,0.405004547641023,1.21613980186,0.987141405912721,1.08365596088134,0.495281611498035,2.20780363139291,0.972304301738035,1.49306853582555,1.4869858976103,1.17439252647626,1.55842709212935,1.30202571135805,1.93307579302465,1.02733575091968,0.893318191100925,1.06153846153846,1.52915673388553,1.60857935627081,1.41547861507128
"2015-06-30",1.34532160990392,0.815426568578361,1.18633540372671,0.875199904722206,1.29722222222222,1.51666666666667,1.1648711853082,2.59323892982213,0.977294373118976,1.19662921348315,1.77566051655959,1.06066366194673,1.20869565217391,1.22223913800451,1.09448818897638,1.35080253071843,1.56633949820269,1.88452722594235,0.968240684435828,1.07125673043877,1.39508443363671,1.4018691588785,3.03542888448406,1.74281690322301,1.79505812925002,1.43628048576271,1.5855810382335,1,3.08139215686274,2.88966366509816,0.864680025574704,0.841836734693878,0.912973684919078,1.57302876296435,1.23625002041612,1.36461363559167,1.00847457627119,1.67828259489893,1.52173913043478,1.29610744554812,1.19044374388016,1.35261359581882,0.988956285699323,1,1.11926733547753,4.37019230769231,3.19204778144341,1.16076696245943,0.611111111111111,4.94394736842105,0.740639018664122,2.51825396555817,1.02127320425118,2.80757366482505,0.824848867522303,1.71895424836601,0.416745273874356,2.03528285435728,1.66840305348313,1.63447918823773,1.05864276156023,1.50718109067078,1.6551724137931,3.91552340995084,1.53550440575676,1.25130762989365,5.44535836155514,0.952201073947563,1.60767496740008,5.05092479922122,1.36532421497672,0.832981048161424,1.21985815602837,1.13296640925937,1.58758737555603,1.5522005928578,1.38431845881891,1.16593209776847,1.1404180651236,0.888363585602137,1.38891821729263,1.06457468879668,1.58052217557068,2.13395756100667,0.898264939588549,2.22222222222222,1.51604605056952,1.00092465612717,1.53972528228876,0.875,1.41628425959614,2.16666666666667,2.21770083731091,1.2950495049505,0.821045051318778,1.08933039269622,2.4255788700139,1.12647768395657,2.64819845720397,1.04222944054914,1.19263548731159,1.07778535974879,0.877721215805031,5.55555555555556,4.09640433216379,2.81787748324168,1.56265485092829,2.21790431312614,1.00257134588739,1.02456343738917,1.57386731108833,1.12819187175589,1.58347676419966,0.58497260454709,1.14249407541411,1.29214047258881,1.20346115727682,3.31496077343367,2.68433852368467,0.956932575685127,3.97419562661062,1.37950606313636,2.72186617869419,1.14492753623188,2.86523425182254,1.12548556919404,1.24892086330935
"2015-07-31",1.48770994621627,0.866560357320324,1.17277486910995,3.8338148298945,0.854389721627409,0.912087912087912,0.652864428548271,0.547708540893035,0.837256572609163,0.599765258215962,0.986480363162647,1.08500003500249,1.43165467625899,0.838732152154499,1.0515587529976,1.64755243488585,0.542447932108889,1.66514151076069,1.01792087950354,0.899048230135814,0.729858814187125,1.05185185185185,0.663709519833727,0.558207954809835,0.898400760003627,0.777236663382671,0.875627154969489,1,1.03565360704036,0.515690378814715,0.86703005013818,2.6,1.0436931536011,0.882225678739494,0.742963907218556,0.601224934296404,0.630252100840336,0.630737357725781,0.54,0.675731929960607,0.884374485632358,2.92107651714237,1.0095295532933,1,0.805808926301528,0.800880088008801,0.543971976218546,0.73404561149223,0.668831168831169,0.992756857237615,0.470486744915417,1.1250631577542,0.702253119319231,0.540087951612947,1.00668475542284,0.718631178707224,0.467945452601935,0.566380925617318,1.08807402911706,0.866080063517001,0.488153511437997,0.744164246895596,0.9,0.375260207815657,1.19057788944724,0.524629156281692,2.18547061265549,1.25837384990939,0.608194393994738,0.857442853070255,0.767955432693957,0.988056061500705,0.906976744186046,0.519054361776735,4.40340226817879,2.41116746348373,1.01394200636983,0.697689973783906,0.975338160357584,0.921522501371834,0.800320527891413,0.746406820950061,0.938407124681934,0.569922800124842,0.885118923556413,0.5,1.45984877239743,1.11607003317136,0.6521709700375,2.19047619047619,0.922830338616326,0.611111111111111,0.573534179140319,1.07951070336391,1.17175820045135,1.15781104889221,0.51874790140533,1.78122824864807,0.901682241220558,1.27682229706327,1.72217183499049,1.19148086557432,1.14843828147757,0.435,0.497088203534928,0.673992139511897,0.675918414500616,0.866221794853097,0.708385469676142,0.764808985569391,1.15491194876247,0.864317526095702,0.897826086956522,0.871086471916738,1.08105648200161,0.929849172187937,1.09011052127017,0.568020081604427,0.816176107645203,0.822796467290892,1.57288450899739,0.741816372011434,1.23743133103924,0.957805907172996,0.694335692524179,0.854217753800883,2.22036866359447
"2015-08-31",0.468012380414772,1.41505122676045,1.10714285714286,0.572098683172073,0.568922305764411,0.891566265060241,1,0.543859605605854,0.59661981948426,0.765166340508806,0.678909821736278,0.652981824516579,0.708542713567839,0.79932420332071,0.810718358038768,1.16077697255413,0.890668138232748,0.515226306924815,0.952309102015883,0.592125609611038,0.823493591900891,0.683802816901409,0.6375909341527,0.616299845383556,0.796256400580934,1.06991863576906,0.533298855047826,1,1.21554001744965,0.589310841527689,0.785043930293004,0.672494172494173,0.595677255692431,0.584423679851891,0.937056252297888,0.931945731378075,0.715555555555555,0.763593536999139,0.811287477954145,0.757976380938917,0.711293219893205,0.339791871523293,0.994013483489977,1,1.10755479594429,0.600274725274725,0.576995083054358,0.711840741098906,0.960194174757282,1.51688924450017,1.14680368116419,0.61442658519019,0.697260320530448,0.820846553885029,0.677516864422092,1.62257495590829,0.447277044657694,0.616363938119404,0.760371780891446,0.499884189558531,0.729456131704445,0.466000535661034,0.844444444444444,0.699484981548092,0.577652662837848,0.686095850476641,5.44336227970325,0.615903878796997,0.732760522431744,0.954244264728608,0.873896772058726,0.462583259571496,0.442307692307692,1.35210708233255,0.22621843137849,0.703815317799107,0.77942753339809,0.693118987806213,0.545222233761281,0.599586998374893,0.814942838257974,0.660574412532637,1.0349788770967,0.641667841108136,0.680578068868834,0.9,0.498046534240609,0.620074901724433,0.673713422187193,0.146739130434783,0.718736677861037,0.797202797202797,0.686364405552561,0.647308781869688,1.06239967850118,0.815759181103278,0.735543542098327,0.67265841048455,1.61092250016611,0.704564052746213,1.0033778653067,0.593844810555281,0.882437071348889,0.988505747126437,0.442826409120285,0.531833260005727,0.618398927239275,0.65522998520908,2.07007555909911,0.936878135767394,0.654505099715427,0.674545382999647,1.00121065375303,0.493078039322922,0.811059279129699,0.70079393936105,0.755303652508097,1.4209876490099,0.497140972663818,0.914933978022819,0.553690949461515,0.933796821073841,0.749282524078542,0.709251101321586,0.568010145772611,0.462178843117554,0.779616869370304
"2015-09-30",0.962043702957495,1.86284011469795,1.04838709677419,0.768113087154602,1.31938325991189,1.18918918918919,1,1.2410671799152,0.748049052396879,1.1457800511509,1.10017329339389,1.06472012252359,1.00709219858156,0.929474707076798,1.08438818565401,8.40003058301586,0.90383478864478,1.01143538172417,0.985663243378471,0.809160305343512,1.12921497413825,0.978372811534501,1.4247454012711,1.08533890033923,0.827363699483122,1.43962498002081,1.1841112252638,1,1.76470677436639,1.18043389188731,1.16047944774257,0.480069324090121,1.30124069424913,1.05246562176323,0.976898028308288,1.01331430908228,1.47204968944099,0.854708999466691,0.832608695652174,0.743664914861851,0.990193507154785,0.542347331580369,1.00130727857048,1,0.789647535753162,0.814645308924485,0.805321423664963,1.0274849118905,0.581395348837209,0.913628231481179,0.692876747736883,1.05829714033165,1.8544026871214,1.6332230487855,0.791113506425678,1.02608695652174,0.947554367386871,1.05844527441492,0.994827358387403,1.1455208775344,0.683297180043384,1.01747783852856,0.975877192982456,0.895876985750182,1.23794326333672,0.970418008154818,0.419863039573493,0.921290060491054,0.765020209250502,0.454729703203518,0.822480013458526,0.898702587410934,1.17391304347826,0.503848482092387,2.13822662737744,1.06366237414146,0.774609134755446,0.919695465190838,1.37750341498964,0.988615242454556,1.04942084014227,1.82806324110672,0.915172887181879,1.05537949860375,1.31088116254556,0.888888888888889,0.823403857393342,0.788917757778726,1.21993650914134,3.22222222222222,1.09287753274052,4.13157894736842,1.06700793612466,0.936542669584245,1.71904299996571,0.847296395694641,0.983915341875891,0.897533291625704,0.257137161211557,0.905567250888262,0.870657308513885,1.43043106969146,0.937652377805575,1.08139534883721,1.08981440219899,1.21700930210571,1.01646742029722,0.908324190914151,1.24959282585215,0.796002022740507,0.866353203613856,0.804223356059945,2.54027811366385,1.4468163253116,1.02593988736868,0.945824557056127,0.944168607215765,0.365312131028428,1.08715368733195,0.782680064633859,1.32275465983309,0.699448004568238,0.990254440500612,0.881987577639752,0.875530209424807,0.987577639751553,1.05643776538395
"2015-10-31",1.16498348752102,0.967741935483871,0.892307692307692,0.500865302921853,0.606010016694491,0.602272727272727,1,1.13526382454327,0.651266766020864,0.558035714285714,1.01443775581499,0.927103150665862,0.880281690140845,0.505422146538538,1.07133592736706,1.60253788568957,0.747687304367556,0.984878734717573,0.987725988884406,0.505461767626614,2.06584943506108,1.18947368421053,1.01546258102534,0.868403963708204,0.598088514436045,1.14351855909762,0.493772501702832,1,1.10210272142164,1.08359490716498,0.811378223283863,1.24187725631769,1.19571595174447,1.02911713174727,1.62873286347905,1.61717150420285,1.31645569620253,1.48069834505923,1.6579634464752,1.21477270892851,0.858661239341755,1.30331322547084,0.989275950241596,1,0.943195322526976,0.853932584269663,0.961735544496702,0.822506346228436,0.815652173913043,0.974224863587598,1.03184554517369,1.20773632813292,0.657907372342334,0.456076621969679,2.24472452934079,1.32415254237288,0.574896001650222,0.985624688973971,0.308857762149524,1.10409809890788,0.817985370557564,1.28820369766003,2.26966292134831,1.44728750069886,1.57282705616253,1.31387087150134,1.53924748323491,1.66551770230191,1.1772218973169,1.33320742907093,0.718171731169045,0.738418642193325,1.34567901234568,0.749272601770321,1.38840516161363,0.599063506058834,0.792931931095324,1.0827958157178,1.09499514290462,1.29626443479763,0.679356973562179,3.46083243243243,1.23181875436567,0.760464977999762,0.896492035724151,0.75,0.544097592706056,1.52833062657502,0.894335913670454,1.66666666666667,0.979281289623654,0.535031847133758,0.88440897184697,0.967289719626168,0.951136778929055,1.0001629269344,1.06282025734725,0.752900174259398,0.522874151361879,0.962539124527709,1.43611118120922,1.31240363600496,0.843723845863316,1.05376344086022,1.25210543920881,1.02278781758093,0.730489208072128,1.03907933980745,1.12659612947772,1.07936759630159,1.27401784715577,1.02034311973076,0.654357128916942,0.694844487967638,1.32295359003721,1.05260356967414,0.831858407079646,0.616222431707292,0.612119899667512,1.30226673538381,0.912823574577732,0.850507982583454,0.98875177109628,1.24647887323944,1.09331184242824,0.883647798742138,1.13230939811257
